airline_price,season,competitor_price,days_before_departure,demand
130,low,106.76,40,35.0
160,low,164.7,131,41.0
200,shoulder,193.95,13,31.0
140,high,123.89,98,56.0
200,low,199.98,20,31.0
150,high,166.47,215,135.0
180,shoulder,193.08,205,106.0
150,low,123.67,53,12.0
190,high,201.93,255,97.0
190,shoulder,159.89,5,8.0
170,low,187.79,350,94.0
110,high,119.43,165,130.0
200,low,199.13,231,42.0
100,shoulder,127.84,192,180.0
160,shoulder,160.43,40,45.0
130,low,127.28,17,26.0
130,shoulder,139.19,251,120.0
200,shoulder,188.55,197,47.0
140,low,134.68,0,35.0
110,low,106.07,154,69.0
180,shoulder,192.18,315,115.0
120,low,127.24,82,64.0
180,shoulder,166.7,361,66.0
100,high,99.43,285,172.0
130,shoulder,121.56,269,81.0
190,shoulder,203.47,294,99.0
100,high,105.75,277,180.0
160,high,140.13,82,59.0
160,low,177.09,231,80.0
170,low,169.17,251,69.0
170,high,178.01,279,107.0
190,low,197.36,70,43.0
120,low,134.59,217,105.0
120,high,132.1,289,180.0
110,low,114.76,138,84.0
100,low,100.77,106,73.0
190,low,175.42,326,53.0
150,high,152.4,341,147.0
200,shoulder,211.49,204,78.0
100,shoulder,73.99,282,63.0
190,shoulder,185.51,185,48.0
170,shoulder,198.63,226,108.0
150,low,131.82,110,35.0
130,shoulder,128.17,75,56.0
200,low,203.39,34,30.0
180,shoulder,186.37,118,49.0
120,low,100.46,341,37.0
160,shoulder,163.67,160,68.0
140,high,150.19,188,112.0
150,shoulder,174.91,233,128.0
160,low,129.53,319,34.0
110,low,103.47,271,89.0
190,high,176.8,174,38.0
160,high,161.93,0,41.0
130,shoulder,130.83,183,113.0
170,low,192.08,247,92.0
100,shoulder,107.88,216,155.0
140,high,123.34,313,92.0
190,high,187.16,356,90.0
140,low,152.38,242,89.0
140,high,177.05,178,163.0
150,high,154.67,83,70.0
110,shoulder,101.24,280,106.0
100,low,108.71,210,108.0
190,low,202.49,341,77.0
170,high,161.93,276,68.0
100,low,103.92,135,105.0
150,low,156.86,250,104.0
130,low,126.86,339,103.0
180,shoulder,154.0,203,21.0
190,shoulder,198.65,360,102.0
110,high,111.11,94,99.0
170,low,145.96,227,39.0
100,high,108.21,245,180.0
190,high,160.48,205,27.0
160,shoulder,156.71,209,83.0
180,low,176.26,126,43.0
200,high,214.97,358,145.0
120,high,119.13,50,77.0
200,high,185.23,300,71.0
200,shoulder,199.48,49,39.0
110,high,115.71,315,180.0
170,shoulder,177.12,83,53.0
200,shoulder,191.67,230,59.0
150,low,144.11,59,34.0
140,low,131.58,317,72.0
100,shoulder,96.22,140,106.0
200,shoulder,208.49,347,114.0
110,shoulder,94.19,155,65.0
110,shoulder,104.62,146,81.0
170,shoulder,179.8,109,63.0
180,high,178.96,192,97.0
200,low,216.8,10,27.0
120,high,147.62,359,180.0
170,high,174.57,218,85.0
160,high,147.71,337,92.0
190,high,203.14,131,77.0
190,shoulder,187.41,1,34.0
120,low,138.75,284,136.0
110,high,96.17,257,120.0
110,shoulder,108.04,218,115.0
180,low,199.57,234,71.0
190,high,199.07,114,44.0
100,shoulder,96.52,195,94.0
170,shoulder,172.72,162,64.0
120,low,126.96,281,102.0
200,high,196.93,250,104.0
140,low,161.94,363,137.0
120,low,127.59,23,53.0
190,shoulder,160.2,13,32.0
180,high,188.42,264,107.0
110,high,115.15,221,143.0
100,high,99.49,232,158.0
110,low,109.08,155,73.0
140,shoulder,129.33,108,45.0
140,high,188.31,65,126.0
190,high,188.2,167,79.0
190,high,195.14,255,104.0
100,high,127.15,172,180.0
110,low,119.16,293,120.0
200,low,194.4,47,35.0
190,low,189.97,10,44.0
190,shoulder,197.15,338,101.0
130,low,139.27,340,111.0
200,high,196.48,344,82.0
110,shoulder,78.48,216,37.0
170,shoulder,162.69,356,84.0
120,shoulder,85.46,30,16.0
200,high,214.02,102,80.0
180,high,200.51,145,100.0
140,high,122.29,7,38.0
200,low,195.64,354,49.0
170,high,140.91,202,44.0
140,shoulder,149.43,324,135.0
130,shoulder,126.66,288,99.0
200,low,203.35,335,76.0
120,high,120.77,227,129.0
180,low,187.49,338,87.0
140,high,127.83,122,59.0
170,shoulder,164.01,354,93.0
170,low,177.72,248,65.0
100,low,98.7,239,107.0
200,shoulder,208.4,246,88.0
110,high,107.7,158,134.0
140,low,143.41,226,91.0
160,low,179.53,100,63.0
150,high,147.85,116,63.0
150,shoulder,159.22,262,111.0
100,low,99.37,184,100.0
150,shoulder,161.84,16,48.0
120,shoulder,92.74,322,63.0
100,high,91.28,70,83.0
200,shoulder,205.55,324,93.0
180,shoulder,173.49,40,29.0
130,shoulder,148.11,20,62.0
150,low,171.85,322,107.0
170,low,146.86,358,40.0
180,low,191.67,358,105.0
140,shoulder,155.09,350,163.0
170,high,177.7,46,48.0
160,high,171.61,245,111.0
170,shoulder,189.5,266,117.0
170,shoulder,183.7,232,91.0
120,shoulder,126.85,47,81.0
170,low,187.29,52,55.0
160,high,171.12,275,145.0
200,shoulder,232.43,62,59.0
100,high,107.77,100,107.0
120,high,146.85,225,170.0
160,shoulder,165.63,10,43.0
150,high,148.86,13,47.0
170,high,159.83,227,90.0
200,low,209.01,236,61.0
100,low,107.4,257,127.0
120,shoulder,125.91,28,64.0
130,shoulder,116.4,260,90.0
140,high,144.79,146,89.0
180,shoulder,172.51,99,32.0
140,low,130.09,305,66.0
130,low,131.16,323,119.0
110,low,115.81,262,105.0
180,high,194.65,211,111.0
190,shoulder,177.38,331,67.0
110,high,107.81,269,141.0
170,high,182.82,10,40.0
120,shoulder,115.72,273,101.0
180,low,180.81,167,37.0
150,low,140.95,95,38.0
190,high,172.59,269,45.0
130,shoulder,117.82,61,38.0
100,low,82.06,111,60.0
100,shoulder,108.44,69,93.0
120,low,116.45,65,54.0
200,high,196.7,326,95.0
130,shoulder,105.65,128,60.0
110,low,100.48,275,82.0
160,high,165.11,217,111.0
180,shoulder,222.51,159,118.0
170,high,168.86,100,57.0
100,low,85.03,244,85.0
110,shoulder,103.48,336,135.0
200,low,187.56,115,50.0
190,high,202.62,54,64.0
170,high,174.05,78,72.0
200,high,224.19,1,51.0
100,high,108.52,131,127.0
110,high,149.12,170,180.0
140,low,138.4,360,89.0
180,high,210.27,295,172.0
110,low,97.4,119,53.0
190,high,188.71,171,87.0
100,shoulder,88.21,172,100.0
120,shoulder,128.83,103,95.0
160,shoulder,154.8,118,59.0
120,low,111.99,235,78.0
150,high,133.66,274,88.0
160,shoulder,164.38,56,57.0
130,high,133.81,160,111.0
150,high,141.29,143,50.0
200,low,196.8,140,43.0
100,low,74.7,130,41.0
100,high,87.14,363,141.0
120,shoulder,107.98,140,69.0
110,low,130.79,69,78.0
110,low,102.25,102,50.0
110,high,107.14,110,108.0
130,high,151.7,77,115.0
180,low,148.52,252,28.0
120,high,102.45,177,56.0
120,shoulder,113.72,135,63.0
150,low,105.83,290,10.0
140,low,138.52,275,89.0
190,high,185.79,192,64.0
200,shoulder,211.1,102,50.0
140,high,164.41,170,150.0
200,shoulder,200.45,58,54.0
110,low,107.82,187,83.0
130,shoulder,133.41,34,53.0
200,high,215.73,56,59.0
180,high,206.61,127,97.0
140,low,156.75,74,68.0
140,high,156.22,159,113.0
100,low,122.64,146,133.0
140,high,132.52,193,93.0
150,high,136.3,139,41.0
160,high,158.1,0,37.0
190,high,191.2,311,93.0
140,shoulder,155.31,113,71.0
150,high,138.15,199,101.0
160,low,142.67,336,50.0
160,low,154.49,80,38.0
160,low,178.96,57,55.0
200,shoulder,212.41,156,51.0
170,low,161.41,89,33.0
110,shoulder,128.18,196,135.0
110,low,136.89,199,141.0
100,high,120.69,17,99.0
150,shoulder,180.75,41,77.0
190,high,204.88,305,123.0
120,low,106.05,77,34.0
110,high,106.26,340,167.0
130,high,114.96,284,111.0
110,high,71.41,168,25.0
150,high,149.31,284,119.0
200,low,220.39,77,52.0
100,low,100.31,274,116.0
130,shoulder,126.84,3,45.0
120,high,143.96,22,104.0
100,shoulder,113.89,161,142.0
150,low,147.95,152,56.0
140,shoulder,157.52,243,138.0
180,low,164.91,52,14.0
130,low,120.75,109,33.0
100,low,103.28,186,92.0
170,low,180.77,262,83.0
190,high,190.2,350,97.0
200,shoulder,220.22,159,73.0
160,low,169.93,244,93.0
130,shoulder,114.24,89,42.0
200,shoulder,184.48,233,29.0
140,low,136.35,58,52.0
130,shoulder,118.7,68,50.0
170,high,148.19,350,63.0
100,low,84.66,28,51.0
190,low,182.85,208,26.0
170,low,172.99,314,66.0
130,shoulder,114.08,21,34.0
200,high,212.27,291,99.0
170,shoulder,193.26,205,88.0
160,low,178.39,29,47.0
200,high,222.84,158,97.0
100,high,102.06,102,99.0
140,shoulder,146.73,9,45.0
140,low,154.28,231,84.0
200,shoulder,183.27,236,32.0
200,low,209.77,39,36.0
130,shoulder,127.12,31,18.0
120,high,125.06,239,161.0
170,low,170.71,289,74.0
100,shoulder,122.07,311,180.0
100,low,107.15,160,85.0
100,shoulder,130.15,44,117.0
140,high,142.04,23,66.0
120,high,107.58,18,59.0
130,high,115.37,360,118.0
170,low,188.75,24,51.0
190,high,204.66,235,88.0
160,low,151.66,289,64.0
190,high,187.49,201,85.0
110,high,137.16,119,151.0
130,low,141.19,2,41.0
200,shoulder,222.16,61,71.0
120,high,98.45,204,72.0
160,high,174.32,330,152.0
120,high,151.75,246,180.0
110,low,115.53,26,59.0
160,low,166.48,74,63.0
170,shoulder,183.23,162,106.0
100,high,99.61,345,180.0
130,high,100.87,327,44.0
130,high,113.4,25,48.0
160,low,149.98,314,78.0
180,high,183.16,175,76.0
200,low,192.05,146,26.0
100,low,95.57,66,61.0
180,high,177.41,222,79.0
190,shoulder,199.58,59,32.0
120,low,147.11,356,160.0
190,low,205.13,42,39.0
170,shoulder,180.09,170,72.0
160,shoulder,171.56,71,59.0
150,shoulder,173.0,188,107.0
180,shoulder,188.64,315,92.0
120,low,107.7,323,84.0
160,low,140.47,337,56.0
100,low,123.99,61,79.0
160,shoulder,170.15,21,43.0
190,shoulder,209.86,37,52.0
150,high,154.66,247,115.0
140,low,147.57,31,39.0
100,shoulder,118.9,332,180.0
110,shoulder,91.12,49,32.0
180,high,197.72,311,116.0
200,shoulder,218.49,326,106.0
180,high,179.9,257,103.0
160,shoulder,165.51,324,129.0
190,shoulder,199.78,297,90.0
200,low,203.71,222,60.0
150,low,173.15,88,56.0
150,shoulder,169.9,111,85.0
110,low,119.17,75,65.0
180,shoulder,169.76,276,44.0
150,shoulder,136.19,264,55.0
190,low,204.08,350,96.0
140,high,144.22,66,70.0
180,shoulder,197.43,8,47.0
140,shoulder,139.47,246,90.0
140,low,127.62,28,30.0
170,shoulder,165.36,348,79.0
200,high,196.22,49,33.0
110,shoulder,121.71,272,145.0
190,high,195.16,144,77.0
100,low,119.13,314,180.0
110,low,129.56,28,55.0
160,low,187.26,61,61.0
180,high,186.98,174,107.0
130,high,115.21,93,67.0
200,shoulder,174.2,85,20.0
110,low,76.55,146,34.0
130,shoulder,123.41,243,109.0
160,low,124.04,342,39.0
130,low,131.87,14,43.0
150,shoulder,172.41,303,146.0
100,shoulder,96.44,92,87.0
130,low,107.77,363,68.0
150,shoulder,156.45,298,114.0
110,shoulder,98.27,165,79.0
130,low,135.84,111,64.0
180,shoulder,172.8,75,63.0
100,high,84.22,16,63.0
170,high,155.18,99,55.0
130,low,127.27,194,68.0
130,low,124.31,203,59.0
120,high,124.1,28,58.0
140,high,137.92,270,118.0
180,high,193.23,204,104.0
180,shoulder,172.28,196,72.0
100,low,98.23,31,66.0
170,shoulder,168.37,321,93.0
180,low,162.86,252,28.0
100,high,79.76,343,119.0
180,high,184.75,2,58.0
160,shoulder,158.07,33,34.0
140,high,119.71,326,81.0
200,high,202.42,280,92.0
120,low,131.09,48,47.0
130,high,132.48,363,170.0
100,low,77.57,297,72.0
130,low,104.3,41,12.0
110,high,140.76,183,180.0
110,low,121.58,323,134.0
160,shoulder,194.07,234,132.0
170,low,155.39,255,55.0
180,low,187.11,281,83.0
140,low,130.58,208,43.0
190,low,198.72,264,86.0
100,shoulder,103.63,323,165.0
140,high,137.89,34,75.0
100,high,90.2,56,92.0
190,high,216.04,201,91.0
190,low,197.4,212,71.0
180,shoulder,190.5,173,83.0
170,shoulder,162.65,13,27.0
110,shoulder,114.44,19,58.0
190,low,198.62,88,49.0
160,high,152.42,191,79.0
170,high,180.54,136,82.0
170,high,161.68,335,85.0
150,high,160.93,63,69.0
170,high,151.34,313,81.0
180,high,163.38,206,40.0
110,low,103.6,300,85.0
110,shoulder,68.67,37,31.0
190,low,172.77,104,10.0
130,low,111.48,184,41.0
190,shoulder,181.16,139,25.0
130,high,110.3,355,93.0
130,shoulder,122.58,29,42.0
150,low,160.05,229,79.0
180,high,177.93,106,65.0
170,low,170.87,249,62.0
130,low,118.29,280,71.0
200,shoulder,205.06,211,67.0
190,shoulder,187.5,28,43.0
100,shoulder,101.59,218,130.0
130,high,130.67,162,106.0
190,high,184.47,291,83.0
170,shoulder,168.89,253,75.0
100,low,88.0,70,46.0
110,low,111.87,322,129.0
200,high,180.65,231,32.0
130,shoulder,149.38,326,169.0
180,low,160.62,108,30.0
100,low,119.84,347,170.0
130,high,153.91,99,125.0
150,low,111.03,153,14.0
170,low,137.47,200,15.0
110,low,101.56,143,80.0
140,low,150.11,57,57.0
150,shoulder,168.36,307,144.0
100,high,84.21,317,121.0
110,low,124.78,305,146.0
170,shoulder,156.23,29,7.0
190,high,174.75,50,39.0
170,high,175.29,68,44.0
130,shoulder,105.87,240,51.0
130,shoulder,160.17,346,180.0
190,shoulder,175.54,64,18.0
110,shoulder,107.39,186,99.0
170,low,165.51,136,44.0
110,low,116.74,114,74.0
150,shoulder,144.21,191,73.0
160,shoulder,165.36,218,89.0
180,shoulder,189.15,78,75.0
140,high,152.37,180,130.0
190,low,191.52,270,69.0
200,low,206.27,146,58.0
120,high,108.39,83,72.0
100,low,71.95,153,28.0
160,low,172.19,254,80.0
110,high,119.72,351,180.0
170,low,177.48,33,39.0
200,high,217.06,68,65.0
200,shoulder,199.75,62,39.0
200,shoulder,208.82,17,45.0
100,low,101.87,233,108.0
200,low,198.58,144,57.0
150,high,164.3,48,66.0
200,shoulder,212.57,244,84.0
140,shoulder,178.46,115,131.0
170,high,150.38,83,33.0
200,shoulder,211.73,47,47.0
170,low,160.34,5,0.0
140,high,126.13,166,58.0
180,high,179.12,317,115.0
100,high,81.41,139,63.0
170,shoulder,154.05,13,18.0
170,high,196.82,320,163.0
160,shoulder,180.65,211,108.0
120,shoulder,146.8,188,164.0
120,high,121.19,37,70.0
130,low,147.9,20,63.0
120,low,121.18,51,46.0
130,low,150.56,218,118.0
150,high,139.49,172,61.0
170,low,156.91,8,41.0
120,high,127.32,355,180.0
130,high,138.77,84,90.0
170,high,143.69,129,30.0
150,high,159.68,5,49.0
170,high,193.28,350,171.0
180,high,161.63,314,57.0
190,low,171.68,320,65.0
190,low,199.05,306,93.0
170,low,172.4,177,50.0
140,shoulder,154.61,5,47.0
190,high,175.64,84,33.0
170,high,149.09,308,47.0
180,high,165.44,164,57.0
100,low,85.77,42,56.0
120,shoulder,112.56,191,102.0
110,low,116.23,2,56.0
170,shoulder,169.52,195,75.0
160,high,151.15,358,104.0
150,shoulder,160.2,295,135.0
110,low,104.43,134,77.0
180,high,159.8,233,51.0
180,high,165.05,77,35.0
110,low,122.54,188,118.0
180,low,161.95,158,51.0
160,shoulder,167.0,56,48.0
130,high,113.64,24,40.0
150,shoulder,134.67,10,18.0
160,shoulder,168.57,9,59.0
100,high,115.79,317,180.0
110,shoulder,136.77,311,180.0
120,low,140.47,341,156.0
200,shoulder,171.74,96,27.0
160,low,155.89,18,29.0
150,low,146.47,337,66.0
150,high,152.58,262,132.0
150,high,136.4,233,72.0
160,low,173.11,358,113.0
100,shoulder,93.03,86,56.0
100,shoulder,98.51,337,139.0
160,low,146.36,28,18.0
120,shoulder,145.65,21,85.0
100,shoulder,112.8,209,154.0
150,high,127.52,82,31.0
120,high,143.69,174,163.0
130,shoulder,150.44,152,119.0
170,shoulder,189.29,362,147.0
160,low,159.17,196,52.0
160,high,162.3,51,65.0
200,shoulder,185.86,308,40.0
130,shoulder,131.55,128,66.0
130,low,143.49,203,72.0
200,high,202.46,62,46.0
140,low,140.34,312,99.0
140,high,154.79,60,78.0
100,shoulder,118.63,251,180.0
170,low,173.7,163,49.0
130,shoulder,129.55,350,104.0
130,low,117.97,340,71.0
140,high,130.9,189,95.0
160,high,177.28,243,143.0
110,low,121.2,180,100.0
190,shoulder,171.94,304,55.0
140,high,154.81,359,177.0
160,low,131.4,294,28.0
200,high,206.47,233,100.0
180,shoulder,177.59,244,65.0
170,high,152.14,63,22.0
190,shoulder,187.22,313,60.0
130,shoulder,119.14,109,66.0
100,low,85.48,183,59.0
140,shoulder,155.94,338,156.0
100,high,100.65,110,108.0
190,high,186.78,217,75.0
180,high,181.59,335,114.0
200,shoulder,205.82,75,39.0
200,shoulder,200.0,314,58.0
180,shoulder,185.16,33,39.0
140,low,125.52,69,19.0
180,low,180.51,240,64.0
200,shoulder,194.42,326,82.0
160,high,147.56,162,64.0
200,high,213.94,205,89.0
190,shoulder,192.95,254,72.0
150,high,145.87,101,54.0
110,low,110.93,68,60.0
160,shoulder,163.75,248,71.0
120,low,97.13,99,44.0
190,shoulder,188.64,328,87.0
150,low,177.69,157,63.0
150,low,165.62,205,105.0
190,high,193.94,161,92.0
200,high,194.6,304,95.0
180,high,200.98,86,86.0
120,low,119.07,252,82.0
140,shoulder,128.63,162,64.0
120,high,118.71,182,117.0
130,high,133.14,359,170.0
200,low,197.76,309,47.0
110,high,128.1,306,180.0
150,high,151.81,171,95.0
110,low,124.06,210,85.0
170,low,150.02,38,7.0
150,low,134.98,74,38.0
140,shoulder,140.99,102,63.0
170,high,166.39,209,71.0
160,high,166.0,240,120.0
200,shoulder,195.94,194,45.0
170,high,181.75,192,106.0
160,shoulder,142.72,284,57.0
150,low,169.08,13,44.0
180,high,147.71,215,42.0
200,high,203.92,205,78.0
130,low,142.3,142,52.0
200,low,195.31,29,23.0
130,shoulder,134.22,334,130.0
180,high,173.57,305,96.0
100,high,97.13,107,108.0
180,low,169.52,294,55.0
110,high,114.29,285,169.0
100,low,108.65,249,131.0
180,high,183.16,56,62.0
160,low,129.6,316,35.0
190,high,169.43,169,45.0
160,shoulder,174.1,25,56.0
110,shoulder,117.36,247,127.0
190,low,198.55,3,55.0
150,high,144.58,75,54.0
200,high,227.13,344,156.0
130,low,134.93,357,100.0
180,low,172.61,194,40.0
160,shoulder,149.64,287,76.0
100,shoulder,104.46,160,119.0
140,low,155.57,9,43.0
110,high,110.4,129,109.0
180,high,186.72,354,132.0
200,low,215.37,222,50.0
190,high,182.96,136,50.0
200,low,195.15,227,61.0
190,low,188.7,109,36.0
130,high,117.06,149,82.0
100,shoulder,117.34,13,84.0
150,high,141.25,170,60.0
170,shoulder,148.75,35,19.0
140,high,151.99,292,162.0
150,shoulder,119.04,364,72.0
130,high,123.13,357,146.0
160,low,164.74,287,79.0
200,low,199.79,161,32.0
100,low,94.36,47,57.0
120,low,109.27,299,73.0
100,shoulder,127.04,240,180.0
140,high,116.91,225,52.0
110,low,127.17,269,127.0
130,low,132.06,301,92.0
100,low,89.35,291,81.0
170,high,162.81,277,89.0
140,high,124.99,12,45.0
200,shoulder,206.72,354,105.0
100,shoulder,99.42,232,135.0
180,low,173.0,314,60.0
180,low,190.03,8,23.0
130,high,163.65,200,180.0
160,high,157.04,309,106.0
100,high,89.98,167,126.0
110,high,101.14,152,103.0
170,high,195.33,69,94.0
150,low,163.73,250,92.0
130,high,141.26,225,156.0
150,low,136.28,224,46.0
110,low,100.94,248,71.0
130,high,115.32,116,80.0
150,shoulder,158.39,157,87.0
170,high,170.83,78,66.0
140,shoulder,155.96,145,117.0
190,high,161.34,341,42.0
160,shoulder,176.53,11,63.0
160,shoulder,155.9,158,72.0
120,high,116.53,142,90.0
110,low,98.32,80,59.0
150,low,136.83,10,33.0
120,low,104.96,69,36.0
140,high,147.3,359,179.0
130,high,133.92,55,77.0
130,shoulder,125.28,175,75.0
170,high,177.59,98,78.0
130,high,141.82,234,156.0
110,low,117.02,142,88.0
140,low,117.79,314,58.0
140,low,143.29,289,84.0
150,low,161.63,292,93.0
190,low,192.08,168,36.0
170,high,193.07,340,173.0
190,high,187.18,327,94.0
120,high,137.93,54,121.0
120,low,121.12,279,93.0
170,low,205.36,136,86.0
190,low,188.85,141,20.0
150,high,154.84,0,28.0
100,low,96.5,350,128.0
120,low,110.49,246,72.0
170,low,164.97,253,62.0
180,high,174.55,191,75.0
180,low,161.08,216,40.0
150,high,126.56,87,49.0
140,shoulder,136.72,336,120.0
180,high,163.15,238,65.0
200,high,196.57,117,61.0
110,high,94.45,281,125.0
140,high,107.13,23,24.0
150,shoulder,139.9,334,88.0
190,high,187.74,120,71.0
190,shoulder,171.98,308,44.0
190,low,191.25,356,72.0
140,low,167.29,5,39.0
170,low,161.66,116,40.0
140,high,124.79,29,51.0
190,shoulder,202.07,1,33.0
200,high,217.08,286,134.0
130,low,116.3,57,20.0
200,shoulder,230.71,62,66.0
190,low,176.58,189,49.0
140,shoulder,155.89,323,158.0
110,shoulder,100.91,303,108.0
170,low,153.55,245,38.0
160,high,163.26,108,75.0
140,shoulder,171.83,303,169.0
150,shoulder,166.82,237,122.0
190,shoulder,173.48,1,6.0
110,shoulder,90.91,124,54.0
190,low,202.65,166,59.0
160,low,173.11,22,33.0
140,high,122.57,50,32.0
160,low,161.89,162,61.0
100,low,107.59,188,122.0
190,high,200.04,33,60.0
110,high,117.25,234,163.0
130,low,123.42,354,95.0
170,low,167.91,311,85.0
170,high,195.02,66,78.0
190,shoulder,203.6,8,37.0
140,shoulder,152.9,318,151.0
130,high,129.86,211,118.0
180,shoulder,167.89,153,53.0
180,low,168.23,60,30.0
180,low,160.27,250,32.0
190,low,200.31,348,86.0
150,shoulder,147.64,226,65.0
200,low,204.55,56,27.0
150,shoulder,144.55,72,59.0
130,shoulder,121.71,10,28.0
170,shoulder,176.22,128,67.0
160,shoulder,162.63,102,55.0
150,low,142.06,80,33.0
110,low,108.99,208,78.0
100,low,115.88,171,127.0
190,shoulder,188.23,343,83.0
140,low,112.2,221,49.0
130,low,119.47,353,63.0
190,low,193.94,235,77.0
130,shoulder,104.13,163,29.0
130,shoulder,134.15,34,59.0
140,high,156.1,13,73.0
100,low,109.53,302,130.0
160,shoulder,127.32,127,19.0
180,low,184.68,292,65.0
120,shoulder,143.59,296,180.0
100,low,130.04,31,98.0
170,low,170.14,225,73.0
160,shoulder,143.07,194,38.0
180,low,161.11,51,23.0
170,low,165.99,282,31.0
140,shoulder,166.32,80,109.0
110,high,110.89,197,135.0
120,high,134.2,252,165.0
170,high,173.19,88,69.0
100,low,92.08,94,57.0
120,low,103.57,209,51.0
170,shoulder,175.86,296,93.0
170,low,167.79,21,7.0
130,high,122.16,98,59.0
180,high,189.46,156,67.0
100,high,130.37,11,133.0
160,low,183.6,164,90.0
120,high,151.72,84,145.0
150,high,159.3,37,71.0
110,high,118.01,336,180.0
190,high,215.85,164,100.0
110,shoulder,89.14,30,33.0
190,low,199.21,325,81.0
180,shoulder,191.2,299,102.0
120,shoulder,97.44,253,67.0
170,shoulder,144.69,109,30.0
200,shoulder,218.1,208,92.0
120,low,107.4,135,36.0
100,low,133.49,208,158.0
140,high,113.62,26,26.0
180,high,197.53,21,55.0
120,high,103.66,31,62.0
120,high,149.67,319,180.0
130,low,134.95,195,70.0
130,shoulder,152.22,61,88.0
140,shoulder,133.98,131,71.0
180,low,204.51,173,65.0
110,low,83.53,283,61.0
130,high,162.01,363,180.0
130,low,122.18,271,58.0
160,shoulder,148.77,326,69.0
190,high,191.58,364,119.0
180,high,169.48,109,42.0
180,high,189.12,179,107.0
170,low,162.7,340,53.0
100,low,105.07,354,159.0
110,low,124.24,186,113.0
130,shoulder,122.62,88,61.0
130,high,121.73,161,88.0
170,low,170.69,243,59.0
200,shoulder,200.06,184,54.0
110,low,97.12,13,40.0
160,high,171.17,145,89.0
170,high,164.12,282,80.0
120,shoulder,109.02,240,71.0
200,shoulder,199.31,52,36.0
140,high,123.84,267,76.0
160,low,146.76,233,41.0
160,high,169.49,76,60.0
150,shoulder,160.55,249,117.0
190,shoulder,173.6,60,42.0
140,shoulder,142.8,117,68.0
150,shoulder,190.2,240,154.0
200,high,216.13,140,93.0
130,shoulder,127.62,186,75.0
200,high,199.13,155,69.0
150,high,136.08,79,60.0
140,shoulder,153.68,142,100.0
160,shoulder,168.08,132,67.0
170,shoulder,142.7,337,35.0
140,low,158.02,300,108.0
160,shoulder,174.2,150,98.0
200,high,186.97,90,42.0
180,low,202.07,282,84.0
100,high,98.03,53,102.0
110,shoulder,123.01,310,159.0
110,shoulder,86.55,288,64.0
110,shoulder,128.77,146,120.0
120,high,135.3,81,126.0
140,shoulder,155.76,57,69.0
140,shoulder,139.85,182,75.0
200,shoulder,194.34,78,53.0
100,shoulder,79.08,354,112.0
170,shoulder,173.47,219,84.0
130,low,127.36,278,83.0
110,low,128.52,270,137.0
140,low,148.92,80,40.0
100,low,77.47,299,54.0
130,high,132.81,270,128.0
140,shoulder,133.03,341,84.0
120,low,104.39,37,32.0
130,high,108.45,178,56.0
150,shoulder,168.71,347,158.0
100,high,101.06,185,157.0
110,shoulder,111.1,289,139.0
160,low,163.84,53,38.0
100,high,100.96,72,98.0
150,high,116.69,98,13.0
170,high,160.18,104,63.0
100,high,119.24,54,130.0
110,shoulder,121.7,10,61.0
110,low,127.15,38,43.0
200,high,195.01,140,68.0
140,high,117.39,358,94.0
110,high,123.81,64,106.0
160,low,152.52,144,55.0
170,shoulder,149.12,118,52.0
120,high,129.92,16,78.0
140,high,157.7,337,180.0
180,high,184.38,301,123.0
200,high,187.62,47,21.0
140,shoulder,126.78,319,71.0
180,shoulder,184.45,364,91.0
170,high,164.3,198,71.0
110,shoulder,121.52,130,110.0
160,low,158.57,353,86.0
200,shoulder,198.86,231,57.0
190,low,220.34,72,50.0
130,high,128.45,190,101.0
200,high,183.24,139,54.0
150,shoulder,168.54,45,54.0
200,high,213.26,0,59.0
170,low,143.07,321,36.0
100,low,106.27,39,59.0
100,shoulder,96.81,307,151.0
120,high,140.75,114,127.0
180,shoulder,187.22,138,70.0
200,shoulder,201.46,354,87.0
110,shoulder,94.69,48,48.0
130,high,130.01,182,107.0
160,high,162.7,290,120.0
190,low,173.04,260,16.0
190,shoulder,176.26,114,49.0
200,shoulder,203.22,99,23.0
100,high,121.29,245,180.0
200,shoulder,191.98,117,41.0
150,high,161.97,343,173.0
140,low,130.05,79,30.0
130,shoulder,133.46,363,139.0
130,high,155.39,130,143.0
100,low,105.8,177,89.0
140,shoulder,159.84,272,141.0
110,shoulder,100.24,296,98.0
100,shoulder,99.44,154,106.0
130,low,132.94,225,86.0
200,shoulder,173.4,21,21.0
110,high,84.29,339,94.0
180,shoulder,198.44,174,95.0
150,high,169.91,185,128.0
190,low,214.46,50,31.0
190,shoulder,186.55,52,39.0
120,low,113.39,123,62.0
160,low,126.91,245,24.0
120,high,99.37,223,80.0
110,high,104.61,304,144.0
200,shoulder,182.09,44,21.0
100,low,106.74,213,108.0
130,low,136.72,69,53.0
160,high,163.75,70,44.0
140,shoulder,145.46,129,77.0
140,low,139.07,229,58.0
150,low,141.95,161,65.0
160,high,166.8,254,100.0
130,shoulder,121.18,271,82.0
120,shoulder,129.88,117,105.0
100,shoulder,95.83,74,73.0
160,low,157.2,168,65.0
100,high,118.59,121,153.0
200,high,209.97,36,59.0
170,shoulder,154.49,175,62.0
130,high,136.89,7,67.0
110,high,115.87,117,119.0
180,shoulder,184.8,242,79.0
